playerID,yearID,stint,teamID,lgID,W,L,G,GS,CG,SHO,SV,IPouts,H,ER,HR,BB,SO,BAOpp,ERA,IBB,WP,HBP,BK,BFP,GF,R,SH,SF,GIDP
bakerbr01,2024,1,BAL,AL,1,1,19,0,0,0,0,70,20,13,3,7,23,0.235,5.01,0,0,0,0,93,4,14,0,1,3
bandaan01,2024,1,LAN,NL,3,2,48,2,0,0,2,149,44,17,5,18,50,0.238,3.08,6,1,2,0,209,9,19,2,2,1
banksta01,2024,1,CHA,AL,2,2,41,1,0,0,2,144,47,22,5,15,55,0.257,4.13,2,0,2,0,205,8,30,1,4,3
banksta01,2024,2,PHI,NL,0,1,22,1,0,0,0,73,22,10,1,10,23,0.234,3.7,0,0,1,0,106,8,11,0,1,0
barlosc01,2024,1,CLE,AL,3,3,63,0,0,0,2,165,44,26,6,31,68,0.216,4.25,1,2,4,0,241,15,27,0,2,2
barneja01,2024,1,WAS,NL,8,3,63,0,0,0,0,198,67,32,10,20,55,0.266,4.36,2,3,0,0,277,5,36,0,5,12
barnema01,2024,1,WAS,NL,0,0,14,0,0,0,0,40,16,10,1,4,10,0.286,6.75,0,2,0,1,60,8,11,0,0,0
barnhtu01,2024,1,ARI,NL,0,0,1,0,0,0,0,3,4,2,1,0,0,0.571,18,0,0,0,0,7,1,2,0,0,0
bassich01,2024,1,TOR,AL,10,14,31,31,0,0,0,513,180,79,18,70,168,0.27,4.16,2,2,16,2,758,0,91,2,3,14
bassobr01,2024,1,OAK,AL,1,1,7,4,0,0,0,67,23,10,3,5,19,0.264,4.03,0,1,0,0,93,2,10,0,1,1
bauerja01,2024,1,MIL,NL,0,0,4,0,0,0,0,12,5,2,0,4,1,0.313,4.5,0,0,0,0,20,4,2,0,0,1
baumami01,2024,1,BAL,AL,1,0,17,0,0,0,0,55,18,7,2,9,16,0.25,3.44,0,1,1,0,82,6,9,0,0,2
baumami01,2024,2,SEA,AL,2,0,18,0,0,0,0,49,13,10,4,8,16,0.213,5.51,0,3,1,0,72,5,11,0,2,0
baumami01,2024,3,SFN,NL,0,0,1,0,0,0,0,2,3,2,0,0,1,0.6,27,0,0,0,0,5,0,2,0,0,0
baumami01,2024,4,LAA,AL,0,0,10,0,0,0,0,28,14,7,2,4,7,0.341,6.75,1,1,1,0,46,2,8,0,0,1
baumami01,2024,5,MIA,NL,0,1,11,0,0,0,0,41,11,10,1,7,18,0.224,6.59,0,1,1,0,59,2,10,0,2,0
bazared01,2024,1,SEA,AL,2,0,23,0,0,0,0,83,20,15,2,9,33,0.204,4.88,0,3,0,0,108,15,15,1,0,2
bazsh01,2024,1,TBA,AL,4,3,14,14,0,0,0,238,57,27,9,27,69,0.2,3.06,0,2,4,0,319,0,28,0,3,6
becktr01,2024,1,SFN,NL,0,0,7,1,0,0,0,48,14,3,2,4,14,0.23,1.69,0,0,1,0,67,2,3,0,1,0
bednada01,2024,1,PIT,NL,3,8,62,0,0,0,23,173,54,37,9,28,58,0.237,5.77,3,2,3,0,262,45,40,1,2,1
beedety01,2024,1,CLE,AL,1,0,13,0,0,0,0,42,16,13,2,9,18,0.296,8.36,1,0,3,1,68,3,14,1,1,1
beeksja01,2024,1,COL,NL,6,4,45,0,0,0,9,148,49,26,6,18,38,0.261,4.74,1,5,1,0,211,21,29,2,2,6
beeksja01,2024,2,PIT,NL,1,0,26,0,0,0,1,62,28,9,0,9,17,0.318,3.92,1,2,2,0,101,6,13,1,1,1
beetecl01,2024,1,NYA,AL,0,0,3,0,0,0,0,11,4,2,0,1,5,0.286,4.91,0,0,0,0,15,1,2,0,0,0
bellobr01,2024,1,BOS,AL,14,8,30,30,0,0,0,487,157,81,19,64,153,0.252,4.49,0,6,11,1,702,0,84,0,5,15
bellova01,2024,1,MIA,NL,3,4,13,13,0,0,0,206,69,28,15,21,44,0.256,3.67,1,0,2,0,295,0,31,0,2,1
bendean01,2024,1,MIA,NL,5,2,59,0,0,0,1,159,50,24,3,18,59,0.245,4.08,1,2,4,0,228,10,25,1,1,5
bermujo01,2024,1,MIA,NL,0,1,3,1,0,0,0,20,11,6,2,2,4,0.393,8.1,0,0,2,0,33,1,6,0,1,0
bernabr01,2024,1,BOS,AL,4,3,57,3,0,0,0,153,50,23,6,22,56,0.256,4.06,6,7,6,0,226,4,25,1,2,3
berrijo01,2024,1,TOR,AL,16,11,32,32,1,0,0,577,168,77,31,54,153,0.235,3.6,1,1,13,0,786,0,79,2,2,21
berropr01,2024,1,CHA,AL,1,0,17,0,0,0,0,57,15,7,2,13,26,0.217,3.32,1,0,1,0,83,3,7,0,0,1
bibeeta01,2024,1,CLE,AL,12,8,31,31,0,0,0,521,150,67,22,44,187,0.23,3.47,0,2,8,0,710,0,70,1,6,6
bickfph01,2024,1,NYA,AL,0,0,8,0,0,0,0,25,10,8,1,1,6,0.27,8.64,0,0,1,0,39,4,9,0,0,0
bidoos01,2024,1,OAK,AL,5,3,16,9,0,0,0,190,43,24,3,26,63,0.192,3.41,1,3,7,0,259,3,25,1,1,4
biebesh01,2024,1,CLE,AL,2,0,2,2,0,0,0,36,10,0,0,1,20,0.227,0,0,0,0,0,45,0,0,0,0,2
bielabr01,2024,1,HOU,AL,0,0,10,0,0,0,0,52,22,11,3,7,9,0.297,5.71,0,1,2,0,83,5,11,0,0,1
bielabr01,2024,2,OAK,AL,1,0,6,0,0,0,0,37,17,6,2,6,5,0.333,4.38,0,0,0,0,57,4,6,0,0,3
biggehu01,2024,1,CHN,NL,0,0,4,0,0,0,0,10,3,1,0,2,5,0.231,2.7,0,0,0,0,15,2,1,0,0,0
biggehu01,2024,2,TBA,AL,0,0,15,1,0,0,1,42,14,4,2,3,19,0.255,2.57,0,2,0,0,58,9,4,0,0,0
birdja01,2024,1,COL,NL,2,2,35,0,0,0,1,120,43,20,5,25,31,0.279,4.5,1,1,4,0,185,5,21,1,1,4
birdsha01,2024,1,SFN,NL,5,6,16,16,0,0,0,216,57,38,11,43,88,0.216,4.75,0,4,4,0,315,0,39,2,2,3
bivensp01,2024,1,SFN,NL,3,1,27,2,0,0,1,146,47,17,9,11,37,0.25,3.14,1,0,1,0,202,8,20,1,1,5
blachty01,2024,1,COL,NL,3,8,20,12,0,0,0,214,103,55,17,18,36,0.342,6.94,0,1,6,0,330,4,55,2,3,9
blackma01,2024,1,SFN,NL,1,5,9,8,0,0,0,109,46,26,7,15,31,0.309,6.44,0,0,3,0,169,0,26,1,1,0
blackpa01,2024,1,OAK,AL,4,2,9,9,0,0,0,153,45,25,8,14,38,0.233,4.41,0,0,1,0,208,0,25,0,0,5
blackpa01,2024,2,NYN,NL,1,2,5,5,0,0,0,73,31,14,4,7,21,0.32,5.18,0,0,2,0,108,0,16,1,1,2
blalobr01,2024,1,MIL,NL,0,0,1,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0
blalobr01,2024,2,COL,NL,1,3,6,6,0,0,0,89,35,20,4,19,20,0.285,6.07,0,0,1,0,143,0,22,0,0,2
blancro01,2024,1,HOU,AL,13,6,30,29,1,1,0,502,114,52,22,68,166,0.19,2.8,0,3,2,0,676,1,56,1,5,12
blewesc01,2024,1,MIN,AL,1,1,12,0,0,0,0,61,17,4,2,8,18,0.224,1.77,2,0,1,0,85,4,5,0,0,2
blossja01,2024,1,HOU,AL,0,1,3,3,0,0,0,35,16,9,5,3,11,0.308,6.94,0,2,0,0,55,0,9,0,0,0
boltoco01,2024,1,SEA,AL,0,0,17,0,0,0,0,56,18,9,3,9,17,0.247,4.34,0,0,0,0,83,5,11,0,1,0
booseca01,2024,1,BOS,AL,2,3,43,0,0,0,1,128,41,16,5,16,43,0.25,3.38,1,0,0,0,183,7,17,0,3,1
borucry01,2024,1,PIT,NL,0,0,14,0,0,0,0,33,14,9,2,4,13,0.311,7.36,0,0,1,0,51,3,10,1,0,0
boteda01,2024,1,CHN,NL,0,0,1,0,0,0,0,3,1,0,0,1,0,0.25,0,0,0,0,0,5,1,0,0,0,0
boushca01,2024,1,MIN,AL,0,0,2,0,0,0,0,12,6,2,0,2,1,0.333,4.5,0,0,0,0,20,1,2,0,0,0
bowlajo01,2024,1,KCA,AL,0,1,1,1,0,0,0,8,6,4,3,3,3,0.429,13.5,0,0,0,0,17,0,4,0,0,0
bowmama01,2024,1,MIN,AL,0,0,5,0,0,0,0,23,2,2,1,4,6,0.08,2.35,0,0,2,0,31,1,2,0,0,0
bowmama01,2024,2,ARI,NL,0,0,4,0,0,0,0,20,8,6,1,2,4,0.276,8.1,0,0,0,0,31,1,6,0,0,0
bowmama01,2024,3,SEA,AL,0,0,1,0,0,0,0,2,1,1,1,1,0,0.333,13.5,0,0,0,0,4,0,1,0,0,0
bowmama01,2024,4,BAL,AL,1,0,15,1,0,0,0,47,15,6,2,6,14,0.25,3.45,1,0,0,0,66,4,6,0,0,2
boydma01,2024,1,CLE,AL,2,2,8,8,0,0,0,119,32,12,4,13,46,0.213,2.72,0,0,2,1,166,0,16,0,1,1
boylejo01,2024,1,OAK,AL,3,6,13,10,0,0,0,143,42,34,4,40,56,0.235,6.42,0,7,4,1,226,0,35,1,2,4
bradfco01,2024,1,TEX,AL,6,3,14,13,0,0,0,229,64,30,10,13,70,0.218,3.54,0,1,1,0,308,0,32,0,1,2
bradiky01,2024,1,BAL,AL,2,0,8,8,0,0,0,118,27,12,2,15,53,0.186,2.75,0,2,3,0,163,0,12,0,0,2
bradlta01,2024,1,TBA,AL,8,11,25,25,0,0,0,414,122,63,22,47,154,0.235,4.11,0,4,3,0,578,0,68,3,5,11
brasiry01,2024,1,LAN,NL,1,0,29,4,0,0,0,84,22,11,3,5,25,0.218,3.54,0,1,0,0,110,3,12,1,3,2
brazohu01,2024,1,MIA,NL,1,2,20,0,0,0,0,92,20,10,1,11,34,0.179,2.93,0,1,2,0,125,1,14,0,0,2
brazohu01,2024,2,NYN,NL,0,1,19,0,0,0,0,63,18,12,1,14,17,0.234,5.14,0,3,1,0,92,3,12,0,0,2
brebbjo01,2024,1,CHA,AL,0,6,54,0,0,0,2,146,52,34,9,17,58,0.265,6.29,0,1,3,0,216,20,34,0,0,1
brebbjo01,2024,2,ATL,NL,0,0,5,0,0,0,0,20,4,2,2,2,9,0.167,2.7,0,0,0,0,26,2,2,0,0,0
breweco01,2024,1,CHN,NL,0,0,16,0,0,0,1,62,24,13,1,9,22,0.293,5.66,0,1,1,0,95,8,16,0,3,0
briesbe01,2024,1,DET,AL,4,5,46,12,0,0,1,203,55,27,5,30,69,0.224,3.59,2,0,2,0,282,12,31,1,3,5
britojh01,2024,1,SDN,NL,1,2,26,0,0,0,0,131,49,20,4,10,29,0.283,4.12,1,1,0,0,185,9,23,1,1,3
brogdco01,2024,1,PHI,NL,0,1,3,0,0,0,0,6,3,6,2,6,3,0.375,27,0,1,0,0,14,1,7,0,0,1
brogdco01,2024,2,LAN,NL,0,0,1,0,0,0,0,3,2,2,2,0,0,0.4,18,0,0,0,0,5,1,2,0,0,0
brookaa01,2024,1,OAK,AL,0,2,5,4,0,0,0,80,33,15,4,8,12,0.308,5.06,0,0,1,0,119,1,19,0,3,4
brownbe01,2024,1,CHN,NL,1,3,15,8,0,0,0,166,41,22,5,19,64,0.208,3.58,0,2,1,0,222,0,22,1,4,3
brownhu01,2024,1,HOU,AL,11,9,31,30,0,0,0,510,156,66,18,60,179,0.242,3.49,0,4,5,1,712,0,71,0,2,13
bruihju01,2024,1,PIT,NL,0,0,7,0,0,0,0,17,9,6,1,1,5,0.375,9.53,1,1,1,0,27,0,6,0,1,1
brujavi01,2024,1,MIA,NL,0,0,2,0,0,0,0,5,7,8,2,3,1,0.583,43.2,0,0,1,0,16,1,8,0,0,0
brzykza01,2024,1,WAS,NL,0,0,6,0,0,0,0,17,9,9,2,3,4,0.36,14.29,0,0,0,0,28,1,9,0,0,1
bubickr01,2024,1,KCA,AL,1,1,27,0,0,0,1,91,26,9,2,5,39,0.232,2.67,3,1,0,0,121,7,12,2,2,1
buchada01,2024,1,CIN,NL,0,0,1,0,0,0,0,10,2,1,0,2,1,0.167,2.7,0,0,0,0,14,0,1,0,0,0
buehlwa01,2024,1,LAN,NL,1,6,16,16,0,0,0,226,89,45,16,28,64,0.288,5.38,0,3,5,0,344,0,52,0,2,11
bukaujb01,2024,1,MIL,NL,0,0,6,0,0,0,0,18,3,1,1,1,6,0.143,1.5,0,0,0,0,22,2,1,0,0,0
bummeaa01,2024,1,ATL,NL,4,3,56,0,0,0,0,166,61,22,2,18,69,0.277,3.58,2,2,2,0,244,13,24,1,3,2
burdini01,2024,1,NYA,AL,1,0,12,0,0,0,0,29,5,2,1,9,12,0.147,1.86,0,3,2,0,45,1,2,0,0,0
burgora01,2024,1,SFN,NL,0,0,1,0,0,0,0,3,3,1,0,1,1,0.5,9,0,0,0,0,7,0,1,0,0,0
burkebr01,2024,1,TEX,AL,0,0,13,0,0,0,0,41,21,14,3,9,16,0.35,9.22,0,0,2,0,72,4,14,0,1,1
burkebr01,2024,2,LAA,AL,2,1,21,1,0,0,0,61,16,8,1,7,25,0.213,3.54,2,0,0,0,82,5,8,0,0,4
burkese01,2024,1,CHA,AL,2,0,4,3,0,0,0,57,12,3,2,7,22,0.174,1.42,0,1,0,0,76,1,4,0,0,0
burneco01,2024,1,BAL,AL,15,9,32,32,0,0,0,583,165,63,22,48,181,0.226,2.92,0,7,2,3,784,0,76,0,3,11
burromi01,2024,1,PIT,NL,1,0,1,0,0,0,0,10,2,1,1,3,2,0.182,2.7,0,0,0,0,14,0,2,0,0,0
burrry01,2024,1,TOR,AL,0,2,34,4,0,0,0,98,29,15,4,12,47,0.228,4.13,0,0,1,0,140,5,16,0,0,1
busenal01,2024,1,CIN,NL,0,0,3,0,0,0,0,12,9,6,1,0,3,0.429,13.5,0,0,0,0,21,2,7,0,0,1
bushky01,2024,1,CHA,AL,0,3,4,4,0,0,0,53,20,11,2,16,11,0.29,5.6,1,2,1,0,87,0,11,0,1,2
buttojo01,2024,1,NYN,NL,7,3,30,7,0,0,3,222,41,21,6,38,79,0.167,2.55,0,2,5,1,294,5,21,1,4,9
cabreed02,2024,1,MIA,NL,4,8,20,20,0,0,0,289,82,53,15,50,107,0.227,4.95,0,1,5,1,418,0,60,0,2,5
cabrege01,2024,1,TOR,AL,3,3,69,0,0,0,2,188,63,25,10,29,50,0.268,3.59,4,2,2,2,271,10,31,1,4,8
cabreos01,2024,1,NYA,AL,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,3,1,0,0,0,0
campbis01,2024,1,BOS,AL,0,1,8,0,0,0,0,20,14,12,3,2,6,0.4,16.2,0,1,0,0,37,1,13,0,0,0
cannigr01,2024,1,LAA,AL,6,13,32,31,0,0,0,515,174,99,31,66,130,0.265,5.19,1,6,6,4,739,1,105,2,9,17
cannojo02,2024,1,CHA,AL,5,10,23,21,0,0,1,373,125,62,18,40,91,0.263,4.49,0,2,4,1,522,1,65,0,2,13
canoye01,2024,1,BAL,AL,4,3,70,0,0,0,5,180,54,21,6,24,65,0.242,3.15,1,0,1,1,249,12,24,0,1,7
cantijo01,2024,1,CLE,AL,2,4,9,8,0,0,0,116,35,21,6,15,44,0.238,4.89,0,4,0,0,163,1,22,0,1,3
carasma01,2024,1,COL,NL,0,1,7,0,0,0,0,26,16,10,2,3,7,0.41,10.38,0,0,1,0,43,1,10,0,0,3
carraca01,2024,1,CLE,AL,3,10,21,21,0,0,0,311,112,65,19,33,89,0.276,5.64,0,5,5,0,447,0,68,1,2,10
caspabe01,2024,1,LAN,NL,2,0,3,0,0,0,0,25,9,2,0,4,12,0.273,2.16,0,0,0,0,37,0,3,0,0,1
castehu01,2024,1,ARI,NL,0,0,7,0,0,0,1,31,11,6,0,4,7,0.268,5.23,0,1,2,0,48,4,6,0,1,0
castidi01,2024,1,MIN,AL,0,0,7,0,0,0,0,30,8,3,0,8,6,0.235,2.7,0,1,0,0,43,3,3,0,1,2
castilu02,2024,1,SEA,AL,11,12,30,30,0,0,0,526,158,71,25,47,175,0.238,3.64,2,0,5,0,719,0,73,2,2,13
castrmi01,2024,1,ARI,NL,0,0,11,0,0,0,0,41,20,9,3,3,8,0.339,5.93,0,0,1,0,64,2,9,1,0,0
castrwi01,2024,1,MIN,AL,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0
ceasedy01,2024,1,SDN,NL,14,11,33,33,1,1,0,568,137,73,18,65,224,0.2,3.47,0,12,2,0,762,0,80,3,6,11
ceccosl01,2024,1,ARI,NL,2,7,20,13,0,0,0,231,92,57,16,17,64,0.294,6.66,1,2,4,1,338,2,57,1,3,1
chafian01,2024,1,DET,AL,3,2,41,0,0,0,1,111,35,13,2,16,50,0.245,3.16,2,3,1,0,162,11,16,0,2,4
chafian01,2024,2,TEX,AL,1,1,21,0,0,0,0,58,17,9,3,15,20,0.25,4.19,2,4,0,0,84,2,10,0,1,2
chapmar01,2024,1,PIT,NL,5,5,68,0,0,0,14,185,44,26,5,39,98,0.198,3.79,0,4,2,2,265,18,31,0,2,3
chargjt01,2024,1,MIA,NL,1,0,15,0,0,0,0,50,15,3,3,7,12,0.234,1.62,1,0,0,0,71,7,3,0,0,0
chargjt01,2024,2,SEA,AL,2,1,21,0,0,0,0,59,9,6,3,6,18,0.134,2.75,0,0,2,0,75,2,6,0,0,1
chaveje01,2024,1,ATL,NL,2,2,46,0,0,0,0,190,60,22,10,19,55,0.249,3.13,1,0,1,1,264,16,27,1,2,6
chiriyo01,2024,1,MIA,NL,0,2,6,6,0,0,0,90,43,21,7,13,25,0.339,6.3,0,1,3,0,144,0,21,0,1,1
chivian01,2024,1,COL,NL,2,3,30,0,0,0,1,95,31,16,7,10,28,0.254,4.55,0,0,1,0,133,10,17,0,0,5
churcma01,2024,1,TEX,AL,0,0,1,0,0,0,0,3,1,0,0,0,1,0.25,0,0,0,0,0,4,0,0,0,0,0
cimbead01,2024,1,LAA,AL,3,0,28,0,0,0,0,73,20,19,1,14,19,0.235,7.03,2,1,6,0,107,2,19,1,1,4
cisnejo01,2024,1,LAA,AL,0,0,15,0,0,0,0,47,18,12,4,8,17,0.29,6.89,0,3,2,0,74,3,15,1,1,2
civalaa01,2024,1,TBA,AL,2,6,17,17,0,0,0,261,93,49,16,27,84,0.27,5.07,0,1,4,0,378,0,51,1,1,10
civalaa01,2024,2,MIL,NL,6,3,14,14,0,0,0,222,65,29,13,25,65,0.23,3.53,0,0,2,0,311,0,31,1,1,2
claseem01,2024,1,CLE,AL,4,2,74,0,0,0,47,223,39,5,2,10,66,0.154,0.61,1,2,2,0,270,66,10,2,3,6
cleavga01,2024,1,TBA,AL,7,5,68,0,0,0,6,180,52,25,6,31,71,0.231,3.75,0,2,7,0,266,15,29,0,3,3
clemeer01,2024,1,TOR,AL,0,0,1,0,0,0,0,3,2,1,0,0,0,0.4,9,0,0,0,0,5,1,1,0,0,0
clemeko01,2024,1,PHI,NL,0,0,1,0,0,0,0,3,2,1,1,1,0,0.4,9,0,0,0,0,6,1,1,0,0,0
clevimi01,2024,1,CHA,AL,0,3,4,4,0,0,0,48,22,12,4,9,15,0.319,6.75,1,2,0,0,78,0,13,0,0,1
cobbal01,2024,1,CLE,AL,2,1,3,3,0,0,0,49,14,5,1,3,10,0.241,2.76,0,0,0,0,62,0,7,0,1,4
colege01,2024,1,NYA,AL,8,5,17,17,0,0,0,285,78,36,11,29,99,0.22,3.41,1,0,6,0,390,0,38,0,0,7
colemdy01,2024,1,HOU,AL,0,0,1,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,4,1,0,0,0,0
contrlu01,2024,1,HOU,AL,0,0,5,0,0,0,0,18,7,6,0,2,6,0.292,9,0,0,0,0,26,3,6,0,0,1
contrro01,2024,1,PIT,NL,1,0,12,0,0,0,0,49,19,8,3,8,16,0.292,4.41,2,0,0,0,74,6,8,1,0,0
contrro01,2024,2,LAA,AL,1,4,37,3,0,0,2,156,44,25,8,23,40,0.227,4.33,4,3,4,0,224,14,28,0,3,2
corbipa01,2024,1,WAS,NL,6,13,32,32,0,0,0,524,208,109,25,54,139,0.298,5.62,1,3,3,0,764,0,114,2,8,16
cortene01,2024,1,NYA,AL,9,10,31,30,0,0,0,523,162,73,24,39,162,0.245,3.77,0,2,4,1,710,1,74,2,4,10
cosgrto01,2024,1,SDN,NL,0,1,18,0,0,0,0,44,23,19,3,6,15,0.348,11.66,0,0,4,0,76,3,19,0,0,1
couloda01,2024,1,BAL,AL,1,0,33,0,0,0,1,89,15,7,3,5,32,0.147,2.12,0,2,0,0,107,3,7,0,0,2
cousija01,2024,1,NYA,AL,2,1,37,0,0,0,1,114,20,10,5,20,53,0.154,2.37,1,4,5,0,155,6,14,0,0,3
crawfbr01,2024,1,SLN,NL,0,0,1,0,0,0,0,4,3,4,0,2,0,0.429,27,0,0,1,0,10,1,4,0,0,0
crawfku01,2024,1,BOS,AL,9,16,33,33,0,0,0,551,155,89,34,51,175,0.223,4.36,0,4,9,0,759,0,97,1,3,9
crismna01,2024,1,LAN,NL,1,1,5,0,0,0,0,21,7,2,1,0,6,0.269,2.57,0,0,0,0,26,4,3,0,0,2
criswco01,2024,1,BOS,AL,6,5,26,18,0,0,0,298,103,45,10,31,73,0.273,4.08,0,2,7,0,424,4,52,1,8,15
criswje01,2024,1,COL,NL,1,0,13,0,0,0,0,59,20,6,4,9,27,0.263,2.75,0,0,1,0,87,1,6,0,1,1
